Bandwidth (Mbps),PacketCount,Latency (ms),SourceIP,DestinationIP,Protocol,TrafficCongestion,CPULoad,MemoryLoad,Anomaly
77.7040235371439,475,6.21965335883655,151.190.122.150,14.130.98.89,HTTP,80.8175098576254,70.13507253282229,94.12539931903943,0
76.42985560739332,347,10.83008883096069,128.30.255.177,180.127.149.167,HTTP,57.80207728164593,122.21499424806177,104.28528151031817,0
84.93723230003208,325,7.106508030544669,160.234.69.238,195.194.204.64,UDP,47.56243777804565,60.70149726604143,85.24662867362943,0
92.3120557204998,333,12.032943485476201,49.119.210.178,239.79.164.109,HTTP,64.86838766081303,70.76930401797065,102.3561767773124,0
72.56296768636071,329,4.705534962283568,255.97.208.211,212.225.108.97,TCP,78.92634489324456,71.12795274291067,102.58349795389853,0
82.83954783649297,375,4.4318291180653695,15.19.11.143,14.29.167.8,HTTP,49.23331488885427,73.67462486328571,102.34955376386053,0
79.86625085294096,243,2.5873851928398164,191.154.179.174,77.198.67.136,HTTP,74.07505495942986,106.80343211239635,82.76857224612657,0
84.87921325753507,327,8.577273921877676,20.33.198.149,122.115.60.10,HTTP,76.50418725167624,68.46116043721806,71.16664004420318,0
65.29621897135303,259,12.427167492859738,71.207.1.193,210.233.244.121,TCP,51.15603654553587,67.22421541417346,87.47614919809578,0
85.99730135397661,396,8.201591387140333,167.147.83.215,82.62.109.72,TCP,57.16717098680272,81.82121104130576,85.50301504807123,0
68.68386518516706,334,14.946953672602271,56.121.32.110,144.76.83.209,UDP,58.86661567329342,68.54876931224771,75.9841497792807,0
71.53259226459707,282,11.721303198048837,125.1.170.83,36.236.140.50,TCP,73.63484285544679,71.36463059648784,103.89945243812487,0
91.98839927193595,283,13.669809047419054,151.181.219.169,101.172.81.254,UDP,63.02864424117866,72.01212105049956,85.07796216053097,0
75.75422403879583,243,10.755753925440025,121.185.50.37,250.183.44.28,DNS,38.26123602147095,88.42170215824434,82.13390849588143,0
74.92499466400146,617,10.134212137479095,111.53.249.10,215.109.115.132,HTTP,49.5113896786387,96.27578313420595,88.10179877638413,1
89.75635319530292,420,9.347450176759075,189.238.106.12,229.37.71.82,DNS,59.70329869975622,78.84950464116623,73.78511924292735,0
72.05165690353945,482,12.192984023765693,178.231.134.17,67.117.25.43,TCP,77.14924198814043,73.55110014058079,86.52675021355611,0
73.25616572342524,347,3.5869357994821813,234.230.94.65,167.227.77.49,HTTP,59.09942669783604,96.71552878609327,89.44417850971504,0
82.2375768090295,355,11.241667816914077,73.102.200.181,56.215.225.202,TCP,95.88433439513108,64.71516480555994,108.7710851630672,0
82.78198786151529,287,5.977760569032854,200.86.74.227,210.79.34.78,HTTP,79.516746124224,80.56642784848036,98.12167032006748,0
73.22892741729395,492,14.538478973120855,157.106.79.163,180.136.127.123,UDP,52.9061476486373,78.45012724641781,77.3096935239294,0
87.23277854515342,490,20.28034604015746,202.205.121.141,62.171.99.46,TCP,79.77137777583826,77.83672056321959,86.99161583627945,0
82.04178808811805,412,13.388873239532042,22.131.59.233,93.236.49.90,UDP,57.612753564804954,93.69646361581638,83.321862081773,0
86.83128796836698,223,9.832625693198944,188.150.167.100,2.158.208.26,HTTP,85.78614492126455,150.4814955027676,86.67500706906232,1
69.18564112492365,436,6.589284733121338,150.79.240.129,15.94.159.187,DNS,51.490223932404575,97.76831213725946,73.47181850890124,0
66.60064068851446,233,1.3570232433963287,78.244.41.63,69.151.146.212,HTTP,56.993483099807364,88.5537716436134,75.2267790858016,0
88.6608235935401,379,7.580624925305472,42.159.222.217,77.102.64.69,UDP,37.287963907048294,102.12828129819368,84.48491490909585,0
77.74003287342784,277,10.511540294343735,236.53.24.0,159.186.78.130,HTTP,81.96796534155474,77.92165909076061,109.56714262929623,0
74.76209380961328,371,7.299913642538604,90.26.163.195,174.250.220.120,DNS,25.123944663615745,95.9180639906269,90.23329278966433,0
82.1412903708021,232,18.68757259708496,126.152.94.170,121.52.52.85,TCP,309.5673071471545,95.53001289564263,95.37981884723851,1
67.40575489779415,298,14.26207373592133,113.163.213.3,182.206.236.27,HTTP,59.17371684672972,75.15814202488185,74.78023034699788,0
75.38934276530259,451,-0.5203685454014444,142.0.56.229,182.198.195.228,TCP,77.36247907834415,79.6410041325223,90.02294441166816,0
90.22818377551134,467,11.758903327323658,48.28.39.105,132.145.245.8,DNS,75.68900021979681,94.44472070691933,82.35910270745359,0
65.95809438763325,469,9.838267765082458,71.146.127.29,81.225.150.115,DNS,65.87095797657041,71.49233683573368,114.90372282594237,0
75.84324786749016,212,7.486675667015075,66.30.48.172,5.92.117.114,TCP,94.24043484240558,80.52405741679468,79.88284621454426,0
98.55033513391805,442,7.890389561643431,208.6.237.224,93.5.111.248,DNS,78.50239808685157,93.78979096842694,109.45069278315538,0
91.52282343816364,267,5.58131881463681,117.88.192.217,163.209.29.169,HTTP,72.521379262005,85.02584030517836,79.41478767876396,0
79.23107853486756,281,9.39272979408711,52.90.227.229,0.110.200.136,TCP,63.16949703683078,71.4479749637878,236.79017295539933,1
81.61303501645044,458,16.01718524368409,36.109.95.78,68.244.113.13,DNS,86.1826901310508,54.72230313021526,103.74862846635753,0
77.88448764753512,369,2.2125625520060153,178.133.33.51,121.138.53.42,TCP,75.74672820664179,89.8586765513902,93.61382701322003,0
80.22868393859885,483,8.76912972476925,243.140.88.2,215.88.61.204,UDP,64.96623846353121,63.96195812486967,82.30919377546618,0
79.22342912308935,481,11.80578609851061,2.51.85.144,248.13.46.96,TCP,54.14862674518512,70.3457780362132,87.38865797426301,0
81.30502261563558,200,11.775192721982613,117.242.172.108,118.7.203.133,UDP,55.99339863214902,46.76942582194616,107.46576078917741,0
101.9915460995038,351,14.35280559829783,117.30.198.19,129.44.170.199,HTTP,95.78340207840336,80.33039323065248,89.8900582946192,0
68.12229492670829,310,18.394521270422217,44.118.139.139,227.44.20.220,UDP,83.17845905337754,67.43965979402309,94.33028923448299,0
81.66577282819935,316,19.024273661449882,49.59.192.45,207.244.22.117,DNS,96.30807591230099,81.49260885981877,109.98080483201312,0
61.82550767239179,470,19.141570424708036,188.89.161.8,118.224.21.219,UDP,81.31446220026373,77.01502248080907,87.08933715491379,0
85.49957483262148,332,14.943061766801126,35.42.154.96,196.242.56.6,HTTP,59.78463946399339,78.72629179304045,91.0728936010305,0
97.64526040746804,258,14.112130536410133,54.38.0.10,214.8.246.16,UDP,63.05871800235288,81.82913765895276,91.41442616797828,0
81.11675772291981,246,15.822169015387917,60.60.172.179,93.209.147.173,HTTP,83.41682116818464,73.62050753670006,99.78958194560326,0
71.7733545090096,357,14.038789711338204,177.80.104.38,248.200.65.50,HTTP,111.40501980097577,98.54846071972878,73.50794538466792,0
61.25736137046692,273,20.212531214586566,24.249.135.202,226.201.119.145,HTTP,81.25506641004341,69.25376251766883,82.00033578439341,0
86.0266876627102,274,-1.1043823810979099,82.13.13.209,176.0.242.108,UDP,48.93396588929978,97.03213954971474,67.15924774283158,0
81.7652414170195,315,9.160816604624017,220.126.52.216,112.198.215.119,UDP,57.90172934259118,62.58900458877883,105.63586509381476,0
90.77561012794709,276,13.352605803950755,242.214.55.140,196.8.26.204,TCP,52.111592866035835,80.88540367207453,103.82351194133982,0
74.46426332103294,496,6.1341584004849565,22.16.33.88,190.77.125.207,HTTP,64.90455666397408,81.28937752521288,100.99358017877294,0
76.05866822664812,263,8.208436300119352,171.28.236.73,212.98.202.199,TCP,62.73365813625705,105.5834518131187,65.61821054137177,0
68.44433220192775,350,9.532200258527245,115.214.116.17,225.148.8.114,DNS,52.004763169584834,95.78396013296998,86.9568925469708,0
86.98110034882765,410,5.224130581268975,91.23.55.35,110.166.245.135,HTTP,66.10737416600638,76.95990895433982,94.00309860077557,0
70.27738266667637,384,12.145471772840887,40.105.204.60,177.78.135.250,HTTP,70.84109878119123,61.82271427201452,66.77119301983504,0
80.99960946553539,499,12.524456445683205,233.188.175.63,38.114.174.177,HTTP,42.459517943102,86.3335479414535,75.23954777823033,0
70.09542872898521,383,5.683387995889072,17.10.202.119,201.91.222.46,TCP,65.5775984523608,71.64069113131853,92.73498715926792,0
206.2526497879398,215,9.207025543481924,213.19.54.54,211.15.107.89,HTTP,77.29865272894678,87.4479969045469,105.04296824849872,1
84.22657298633271,256,7.170480194468228,79.160.35.156,201.189.6.30,UDP,61.8156873184934,91.7644628208757,80.81629388212983,0
76.99204520128308,445,5.182737267421452,80.225.34.59,52.229.121.149,TCP,67.45441110095369,86.63537523786734,105.46673057721412,0
97.67764174852513,410,11.752313280400452,60.9.235.230,163.160.179.223,DNS,70.532464555154,88.58488062062791,75.926563100956,0
69.02978582210343,427,5.661550946861511,219.4.212.91,42.221.142.122,DNS,50.12289818621417,46.933991295955124,96.98826447834149,0
72.5109523326842,454,8.582423475356917,50.204.169.20,201.243.46.120,TCP,50.899300464370285,69.67784546085298,92.39959533793346,0
92.741597747772,322,7.054458984463732,255.117.200.4,173.36.174.5,TCP,75.39427567585786,73.96198715089221,81.34677862221277,0
63.56037918024912,256,14.634216181181543,138.13.146.96,114.97.115.211,TCP,66.74348421522933,74.4404742435801,82.17554839410234,0
216.51984654071282,390,18.105114322895233,124.55.42.30,68.185.61.23,TCP,55.025308247534156,83.68641438984484,83.2945351305744,1
77.58329010192392,287,13.79063448173253,162.96.9.87,78.173.87.89,TCP,71.1665510762751,97.11279269707703,89.6730826033926,0
93.10855512434941,498,9.07406741256266,229.243.16.162,135.4.169.152,HTTP,78.98881589065518,104.44674718957613,86.01703869478911,0
89.49642784325765,277,8.899113951999691,241.219.65.76,84.171.47.140,HTTP,63.11783649006907,102.1951377503088,92.73555029594911,0
82.08336494117133,209,14.830586915046933,119.27.82.209,64.74.95.43,TCP,65.0467726666988,73.40043226255769,90.75288437778318,0
75.94070669343012,324,15.38719616735477,126.33.156.113,24.100.190.20,TCP,89.79533832783959,75.89464858401122,92.62777690571367,0
58.71711051113545,485,16.632852564758778,191.152.142.102,16.14.221.84,DNS,69.24190581577713,74.35454386742072,101.81002208182102,0
75.43823542911638,266,14.299225354811053,113.127.56.124,169.249.173.231,UDP,62.607902593665386,94.3198922095762,89.59873783912538,0
67.59162538706155,487,15.57917830853869,145.149.119.215,11.122.54.131,HTTP,53.56520284767039,76.04235052261174,110.37550269099904,0
84.29217642159999,371,7.740469563213081,180.201.101.99,61.46.213.105,HTTP,60.004747666809514,48.44580945382864,94.61651249969026,0
77.44786223135455,442,12.87279061530388,231.246.150.171,234.203.150.127,HTTP,72.74437195272046,65.24419917350222,115.07168862004686,0
82.24049340803569,226,11.276030809977913,149.244.253.59,201.10.140.159,HTTP,79.83238571532236,74.20033213284924,91.04583653051736,0
73.25750247389584,429,-0.9829468240504902,112.152.109.206,242.132.9.94,DNS,87.38894184802126,76.82175244557695,99.6073891815267,0
90.07246537664633,366,11.106524254758234,143.105.31.234,23.80.90.94,DNS,87.36576617552224,99.53041932266528,82.22000757055243,0
66.3835961455376,294,7.193865920602814,48.235.233.240,126.128.137.121,UDP,67.28555889145794,95.62076053834522,90.7157814563477,0
88.53860933368327,468,18.565549671584733,198.124.249.3,239.146.104.155,HTTP,71.53338468422685,61.470440363842805,90.15442722004366,0
97.67936845044379,336,16.07922125267603,247.167.196.48,215.98.54.49,HTTP,84.044529372762,74.40491922135253,87.8392999364937,0
94.66656087316164,398,11.276104303244123,187.154.76.169,25.136.179.2,DNS,86.44727716044247,101.69774464619198,106.19578570139797,0
83.76575157924876,487,14.761660436360504,123.249.40.58,30.231.244.88,HTTP,84.07149646893212,60.23579705563198,98.21280749159504,0
64.45002192129762,497,14.853846473304083,202.20.17.248,186.253.71.237,UDP,87.15814224728933,78.51467090288345,92.94017871353905,0
74.35801993121885,446,13.100709779209861,207.228.88.83,125.33.115.109,UDP,51.09935417478068,90.2592922722568,93.19268291683669,0
75.80397240743227,475,16.48666511317048,227.205.147.105,165.150.60.185,DNS,52.2381909265051,67.38866255996739,86.71746638813653,0
79.53760024006124,283,12.158912217986163,15.143.237.27,199.241.250.2,UDP,76.02648506326727,83.37853907984517,86.4296604877069,0
80.67872359187835,298,-0.23053739656402605,1.134.75.132,241.115.24.216,TCP,58.21378291327815,85.68990371647153,94.18373725973069,0
78.95398917045661,258,4.7339399210045965,66.228.127.252,247.4.17.82,DNS,78.91406986363081,87.86682546067065,89.02881933033298,0
68.28895790188865,213,5.9485709568383855,68.198.107.228,176.235.67.26,HTTP,52.283122436114304,104.55923513493153,93.30569737660183,0
55.63164269556657,446,5.529331756481917,122.153.214.35,73.28.103.94,UDP,73.05332211722514,71.56004385233686,106.9875604865673,0
81.25716485149717,297,2.8832063335386584,105.62.120.155,109.229.248.85,UDP,88.12965633658769,87.35630464317518,90.19571157057275,0
89.99730511650691,303,9.007080310708721,72.122.35.86,28.13.198.194,UDP,82.11968544020894,93.27184382780104,248.02187750708103,1
89.82803753827989,436,5.293998457402067,73.95.246.50,162.129.251.40,HTTP,88.2541701436172,66.8033779571154,99.41963733640216,0
99.29522687586169,792,7.9228984296791145,128.60.101.62,160.0.132.13,UDP,62.61307893250779,88.38300385541736,79.28878117218868,1
70.26016411591824,282,8.546489905298792,182.247.119.224,177.61.66.206,HTTP,94.66856921091357,83.9918531668774,88.22401337773015,0
85.17462254782885,286,6.396578672296387,51.52.191.50,160.72.183.114,TCP,78.9629312136755,76.80678381257111,97.91999824078496,0
78.14336623845443,809,78.119609897801,155.4.141.94,163.100.56.7,DNS,82.677337776647,63.50083470274339,89.12495555445935,1
72.78946181966161,254,2.891139587844976,100.118.121.133,29.227.146.217,DNS,73.11883292083205,85.7079679516452,113.70378586440916,0
80.96703782264956,435,1.662008008232128,53.146.66.44,149.143.122.246,TCP,94.01287402376326,65.7932501569336,87.56764993645291,0
69.72688039100807,203,11.599321173759483,196.32.158.120,116.228.71.153,TCP,67.84530200855522,77.09970586601705,91.06714838856414,0
67.32219924325202,207,5.361446362672188,3.60.71.103,66.3.144.162,DNS,95.48047522428625,71.44335647291503,84.04560063438973,0
94.38146399352809,428,11.281287524569787,224.36.18.152,90.91.170.99,DNS,45.71612691032398,76.12002535202157,108.61259934627415,0
80.37053093017653,317,14.627867292412132,187.98.4.183,101.58.24.248,DNS,91.67591942057831,104.76135613306761,102.08054887727755,0
91.42958420673368,235,9.698335692066818,128.67.96.82,18.37.98.140,TCP,71.6237986101249,85.16170864067138,107.9771701406597,0
75.8795357252269,353,10.72612139585621,239.213.58.253,181.105.141.62,DNS,77.37502372033747,76.63147063155633,78.98831398222359,0
81.58525201035627,215,11.287280579890357,140.172.221.82,233.191.172.49,TCP,71.41317406148809,68.67189133045521,79.32996618191794,0
71.41735957115513,409,7.620986905894165,8.176.176.133,201.132.161.119,TCP,77.02718439145978,88.03304321482027,87.78433568536677,0
84.40483904603295,382,9.920634909083237,43.206.222.187,142.240.158.33,HTTP,72.86883797923258,53.0887721969123,77.57447708597752,0
96.46806722956563,248,4.621837659122674,111.78.167.131,19.48.244.229,DNS,87.65422883471824,67.16681460114607,88.35613210917644,0
105.9887992694979,379,7.477108619907773,134.230.242.253,129.175.63.71,HTTP,61.18210638222164,103.56602943691097,98.79428475401483,0
89.63420753833185,361,3.0159967152985034,184.209.137.201,86.178.3.175,TCP,34.37401679506817,66.96553473582671,64.57031498229308,0
68.61950089836635,419,8.531811460871728,46.54.182.190,123.42.11.143,HTTP,57.63367745260244,79.8851876669315,99.04171330982696,0
84.13582264590573,217,12.163721222497959,187.39.86.91,167.71.10.117,UDP,73.44027328238442,71.76538988292663,92.95088625979254,0
93.78474924950444,367,12.154230843628056,200.245.207.29,180.54.183.83,TCP,84.25313444471438,91.26887517145462,83.94483794243494,0
100.2234659998156,468,12.526593714974045,97.59.10.230,51.10.87.207,DNS,66.99134612889576,88.26067565737867,70.6115450920097,0
54.54701242211669,381,1.922911259571924,11.53.93.123,67.187.211.237,DNS,74.48918444211522,77.18348366819416,92.03829724329319,0
74.35109063229841,486,5.947038854111529,18.212.212.78,174.69.78.89,TCP,74.10341317820381,73.57891002993757,98.67845804337776,0
64.57943827643382,487,-3.3846691849396677,91.142.153.194,66.246.1.68,DNS,67.13277544178155,72.57423744025577,83.09398646879991,0
79.90859224053752,200,14.85758004202466,27.183.205.167,69.12.145.14,UDP,102.50998417252521,91.77946274899315,92.51965553024189,0
81.4887940041593,283,9.473001559727656,0.215.121.187,192.161.29.94,TCP,61.35262384657619,105.15563030518211,83.16992903615929,0
70.70525685335667,324,8.74917554647975,243.13.125.64,246.221.185.72,UDP,53.50757377669317,66.13179022431858,92.8990662994512,0
92.71630428993294,282,7.106524783041819,76.209.189.201,190.202.138.136,DNS,99.90779875448631,110.83865101881948,96.84542987938121,0
78.46629538468991,374,7.695163584355233,115.106.222.107,228.174.29.8,DNS,86.53964486487578,83.96435076693622,88.27118134488282,0
60.8508106087389,386,11.859759950609032,217.23.206.122,155.164.44.61,TCP,72.61011564972019,64.60368525284714,100.57541103437627,0
82.58956866772617,390,7.3004738370072175,61.167.76.60,117.67.142.55,UDP,70.2179171584128,107.44604639773786,87.10016793734849,0
84.64725395567811,412,6.51824580992592,66.49.249.44,201.88.182.33,HTTP,71.72707942454558,81.99486821382723,83.5685099805126,0
75.10492768188014,826,14.262530324153554,3.13.33.190,136.186.97.180,DNS,54.29085783078192,74.20047050978184,94.06471882061857,1
73.37404342720765,407,9.47610735351122,151.71.77.139,253.69.107.79,UDP,65.56547170167585,67.6310852724835,77.25535684748492,0
71.48574443599753,244,6.045341383293811,248.69.246.11,41.0.130.38,UDP,44.965918507322606,87.04179931278078,88.69507692122112,0
81.08352559285679,340,2.1196125459535065,44.115.25.197,82.242.213.122,HTTP,82.13558546574225,72.72249453174395,111.99331677773692,0
94.49658206138756,254,12.94644406231744,205.227.124.57,153.12.95.4,TCP,60.096995812002625,90.66449056495186,109.51461622564838,0
66.2072665202341,389,21.818757656391824,206.102.150.113,59.223.75.139,TCP,81.18979418098758,63.74345562605626,78.14709834848483,0
91.00687215123321,410,13.3633427176343,247.23.115.88,208.61.164.155,DNS,54.11053335351327,86.82797670092536,101.09832806047177,0
89.994320314952,428,4.6602826605805,149.193.153.131,87.138.37.125,DNS,58.61080408396163,70.24870295654107,79.18325944369667,0
91.77694159334851,466,12.156527741090962,232.105.133.164,226.173.216.219,UDP,57.993333881078215,83.85886606125918,100.68718719528832,0
202.3008580883843,313,10.00851605294435,76.112.236.4,253.60.238.90,UDP,79.43267526568067,97.78151126431933,113.72261496432947,1
66.59092356831907,228,7.038481770869052,0.166.108.223,34.27.44.125,HTTP,73.3759259827337,62.375783861347244,88.5700372964758,0
94.41847517750129,392,7.946197801888907,51.67.230.25,84.227.3.64,DNS,59.794067614364074,91.89045335072453,84.53052655993719,0
70.95078638143204,464,12.121179289958723,233.182.151.175,105.98.46.107,DNS,60.82315158329297,82.53924703010227,96.38273103980923,0
73.26123717016782,322,14.642281757614192,131.2.91.92,172.237.20.55,UDP,77.53553333365889,53.34148215204695,98.35445136002136,0
66.53408059862838,373,7.36287723548229,244.226.215.47,252.131.1.95,HTTP,85.39569822212181,83.50422050196141,98.19986660537104,0
84.89631261607047,314,13.297422018182196,195.189.135.249,230.124.200.224,DNS,89.33807424312906,65.79785658129697,80.73782875451931,0
79.02238061106372,483,7.6564615161895055,10.10.116.166,135.115.251.137,UDP,75.25260661455691,80.5377112712667,98.19688591300351,0
77.43475640612176,409,8.466685810960772,99.222.218.213,16.186.20.0,DNS,43.00971209952308,113.9228511292976,98.01397366986303,0
83.45590224579877,385,66.9202067570788,244.33.215.212,225.253.49.251,UDP,58.68620941386982,110.20351552423519,82.24390751407023,1
91.35367436155221,374,9.613351915000193,190.95.122.178,246.151.151.224,UDP,73.89369007527252,67.86770224255346,90.18248290660338,0
72.44591740203167,359,6.334628751784209,94.80.42.4,67.123.207.36,DNS,52.81240154505781,62.14017896033072,93.79769191779219,0
78.9541291208141,489,6.760214150501591,47.106.204.102,50.235.20.55,DNS,73.54200644716475,97.03930600088235,105.3587780813634,0
67.9584040249899,437,11.001881127441925,148.226.240.244,150.210.114.5,UDP,55.517899866509694,85.56286799991067,93.28726656313198,0
68.1789456211321,238,12.034553685847055,67.82.201.238,77.134.245.204,DNS,50.97003941538696,90.55869486114575,87.20991771121248,0
85.64526226090406,228,8.21886703977616,9.120.85.51,37.11.176.99,HTTP,82.24558671673437,87.77983436485037,90.47130777647277,0
74.74782397444463,205,9.074408948252119,50.219.240.218,165.224.151.134,DNS,73.03257496077191,85.59443193442954,108.81189012314312,0
61.11913738992499,322,7.600806037961921,73.33.79.156,177.25.184.175,DNS,60.83474314334629,74.5483083727687,92.1281782127879,0
72.81179396327131,498,16.193757188769624,88.178.34.176,80.7.187.94,TCP,68.09159142993408,56.19514118481018,99.02153821379704,0
71.80450370668395,486,6.090180517001059,105.84.238.164,4.47.232.37,HTTP,63.206008090841515,69.06008178984851,99.09608584888107,0
93.75057616044086,287,14.899948365997663,242.20.44.216,244.254.208.121,TCP,62.610213684890525,77.7647227909102,83.21352945863232,0
77.19639807776394,370,2.847680364075388,122.64.200.100,8.242.133.45,UDP,64.16198450765503,69.28379039065219,76.74583818284363,0
84.9952375889853,270,10.797103777839283,110.220.245.16,173.45.18.207,DNS,55.197294356017714,74.69388950838625,98.83432005934066,0
67.19561460309372,258,0.21862537622899936,195.71.181.251,16.21.126.14,HTTP,84.45369417433086,46.08742437196759,78.9691352624289,0
78.04595486935757,478,3.907775585679527,2.37.92.226,11.113.115.78,DNS,75.92112187485733,73.14656947895236,86.38014173141372,0
75.47554685085476,318,7.404594354669561,69.186.173.178,166.109.157.119,TCP,71.86584827158241,89.22706922469594,87.8038025149471,0
79.36526675395199,375,12.445226253635115,203.122.134.38,250.218.44.65,TCP,52.784830945578975,73.82928832721282,98.49483480084884,0
85.3653006840907,441,4.664517927487093,109.151.31.147,186.240.155.217,UDP,92.60002693254093,98.20624097410308,84.11091248507508,0
70.20705223940155,360,14.766191698845784,87.230.115.214,112.231.180.154,UDP,93.44525501703565,81.42889676377291,77.31816869923824,0
60.215528086458164,496,-4.950140702170923,94.1.129.88,37.165.65.173,TCP,74.71016832914945,55.95758262429602,90.7911104379735,0
83.77306892793662,411,11.018052528899354,72.97.68.104,20.93.80.118,HTTP,57.43439308281302,94.69507957408386,67.68257799823255,0
77.0181669459593,366,7.914554822340421,221.36.221.63,219.102.157.148,UDP,73.54656115234947,105.05704368242871,82.32669067786178,0
62.94289651679897,445,11.306988137756122,2.197.254.92,158.207.6.183,UDP,73.77939528582381,79.75490907627179,95.47199540528776,0
84.7963067175706,354,13.555882107581876,16.141.95.161,176.73.103.147,DNS,76.63637743713096,99.27760195310366,70.86530153129877,0
102.32230244999998,270,16.831576319326203,191.10.84.23,65.10.106.129,UDP,75.60759333030428,85.59444310714935,77.80246702317841,0
86.1756707163231,208,10.95057724628662,195.139.49.197,162.114.229.181,TCP,59.158649205728224,67.29396314180413,89.73957819121227,0
82.40912995593025,356,7.34270170522997,78.242.17.49,14.174.136.184,UDP,73.27139293951787,89.58140994942316,80.58379008316257,0
73.32185346953166,331,21.145755186972618,219.126.147.224,98.104.225.243,UDP,70.1419617465295,77.31809593628883,95.95777349358264,0
91.13200865240448,261,7.311128966262332,235.8.41.29,87.20.203.41,HTTP,84.70772855831127,85.96816910923816,77.6763129508595,0
78.96824381299814,432,4.16275907121558,34.25.39.217,244.222.105.209,UDP,111.92483567794,83.6713377291195,91.47865011488418,0
70.9777140917011,487,17.23739032755947,131.114.197.192,25.248.156.238,DNS,86.23876124789513,83.08761818975324,92.61926168971844,0
89.13060987350876,228,4.695629317072773,210.219.162.31,238.101.45.228,HTTP,74.77330906138478,86.12280931710453,79.54419252972082,0
85.13923578702742,442,4.576174024093512,212.137.153.190,27.199.189.80,DNS,77.13043190786223,92.49033570294041,90.37470907610066,0
63.53298226370522,342,7.314763595071087,235.150.217.83,213.237.202.166,TCP,57.92075029601348,84.66921415514064,103.00575337413309,0
75.12214300136166,497,11.505313425983573,221.177.23.124,188.191.97.135,HTTP,81.86288408212731,68.59137998591136,113.79108128488679,0
100.0480353396101,343,21.75654156341893,221.10.117.105,27.250.119.211,UDP,51.22499647688383,98.58124685466171,105.26277470703161,0
92.33197676596136,201,15.761694579109228,95.237.102.136,5.240.16.160,DNS,68.25813402112333,102.58578435836418,94.31536837330451,0
76.96114818289534,366,11.560145206173063,114.202.103.93,165.194.16.214,DNS,75.14197008014581,99.9646020954905,88.79782923590759,0
74.65723080009506,327,3.72657799876011,186.202.52.149,182.77.32.64,DNS,79.92280421829739,105.93169259775961,95.57220754113372,0
78.08077107100587,479,15.431446673917538,254.87.4.143,80.26.203.33,UDP,60.594986438224545,50.63177710681032,81.66223603513087,0
93.60927086833381,278,14.296787755196808,25.126.253.56,100.174.80.203,DNS,97.76528237085377,82.78055481762195,93.84485454387371,0
84.03582882076422,470,12.040494681142114,124.165.97.1,25.151.60.203,UDP,62.45018455966199,72.5802255718605,93.74474835291588,0
76.29819023215008,238,13.607066914651606,111.210.45.134,238.38.145.138,TCP,58.88269390109384,62.006645016769184,96.15877707848065,0
63.833911264342944,300,9.210076515245843,78.93.12.187,189.220.137.241,UDP,62.28812629904402,96.73181929227388,100.9251345152471,0
91.26303250214401,213,8.683065150593498,159.165.72.197,81.5.27.78,UDP,77.5538808083124,96.95717766052265,83.39004557001955,0
77.00125153836481,320,11.288766002941275,139.183.27.179,198.145.116.116,TCP,82.26099677486397,159.65538555774768,79.77972038059485,1
86.91463322719855,273,12.727489009595171,183.79.67.157,237.1.177.180,UDP,64.03146229769678,72.52586525434938,86.56169352875465,0
